username,moviename,movietitle,releaseDate,date,rating,review
herb_gallow,uncut-gems,Uncut Gems,2019,2019-12-28,3.5,"I'm not quite sure I'm on the hype train for the Safdie Brothers just yet. I mean they've clearly got a bright future and they're good filmmakers. Butgreat, as a lot of people are pronouncing them with this one? I'm not quite sure yet.A couple of things figure in that assessment. At the risk of picking a side in the neverending Auteur Theory wars, I would imagine a great artist to totally clear their lane when it comes…"
herb_gallow,at-midnight-ill-take-your-soul,At Midnight I'll Take Your Soul,1964,2019-12-25,4.0,"Fascinatingly odd. A horror movie with a villain protagonist, who is the one on the receiving end of the supernatural forces at play, in the service of an essentially Catholic morality tale. Except the part where the mystical Gypsy is the one doling out justice, I guess. A beard-strokingly intriguing time, to be sure.I really, really dig Coffin Joe as a character, putting me in good company apparently with generations of Brazilian filmgoers. A cantankerous mortician in a small…"
herb_gallow,a-christmas-story-1983,A Christmas Story,1983,2019-12-25,4.5,"I've seen this movie at least forty times before.Be sure to drink your Ovaltine.It's less a film than an engrammatic supplement to my subconscious to this point.Randy lay there like a slug. It was his only defense.Jean Shepherd's voice and Peter Billingsley's stupefied mug are surely baked into the American concept of Christmas at this point. As is Melinda Dillon's exhortations against eating uncooked turkey, and Darren McGavin's Yosemite Sam cursing jags.You used up all…"
herb_gallow,its-a-wonderful-life,It's a Wonderful Life,1946,2019-12-25,4.5,"A Christmas card from a more optimistic time. Extended family members are frequently puzzled as I sit in place and watch this closely, parked immovably in an easy chair with enough scotch to float a battleship while the collection of various peoples' children swirl around with whatever beeping and buzzing stuff they've received earlier in the morning.It's possible to not oneself be sentimental, but to appreciate things that are above the cynicism of the larger world. Not that Frank…"
herb_gallow,tokyo-story,Tokyo Story,1953,2019-12-24,5.0,"This is a helpful exercise in putting the lie to the idea of discrete rankings of films, or really any other artistic work. This is considered to be, by the lights of the Sight and Sound poll, the greatest film of all time, and numerous individuals make that claim as well. We all like to order things and rank them; it's inherently pleasing to our ordered minds. I do it, you do it, we all do it. But as I…"
herb_gallow,a-hidden-life-2019,A Hidden Life,2019,2019-12-24,4.0,"There's no one definition for what the cinematic experience is. But a Terence Malick film is something that may come close to encompassing all that it is. The specific means by which a movie enters your consciousness, as opposed to say a book or a painting, is visual imagery and motion, all else flowing from that pairing. If that's the standard, then it's hard to find something more emblematic than a film like this.As expected from Malick, the visual…"
herb_gallow,i-eat-your-skin,I Eat Your Skin,1971,2019-12-23,2.0,"Making this film sounds like a far more harrowing experience than watching it. Director Del Tenney, a low-budget schlock specialist, had to extend his typical in-and-out shooting schedule by a week to deal with the fact that everyone was getting bitten by snakes and contracting various tropical diseases while shooting this in the Florida swamps. Somewhere in an attic or a rest home, there's got to be some b-roll footage of a cameraman dicking around and tracking a snake as…"
herb_gallow,the-two-popes,The Two Popes,2019,2019-12-23,3.5,"I’ve got a deeply conflicted relationship with Christianity. I’m an admirer of the psychic architecture that is religion, and in particular the ancient and contradictory workings of the Roman Catholic Church. I also despise systems of control that exist only for their own betterment. This all applies to the legacy of Pope John Paul II, a man I had the fortune to meet once (he most certainly would not remember me), an embodiment of the will to greatness that the…"
herb_gallow,star-wars-the-rise-of-skywalker,Star Wars: The Rise of Skywalker,2019,2019-12-22,2.5,"People are prone to extreme reactions and wild emotions when it comes to this franchise. I wish I could say the same. Something that requires billions of dollars to get a “meh” result upon viewing bothers me on a gut level.The story concludes in ramshackle fashion, Emperor Palpatine suddenly showing up and surprise he was the villain the whole time I guess. To go much further than that is to dare the spoiler lynch mobs. I’m not all that…"
herb_gallow,kill-bill-vol-2,Kill Bill: Vol. 2,2004,2019-12-20,4.5,"Half two. A marked departure from the first volume, which was an almost unadulterated revenge rampage after the indignities suffered by the Bride, who pays back her assailants in kind. Unlike in the first volume, here the Bride is a much more human and vulnerable figure. Which she must be for the payoff to work.Volume 2 starts off with an extended look at what really happened in the little chapel on the outskirts of El Paso, and our first…"
herb_gallow,kill-bill-vol-1,Kill Bill: Vol. 1,2003,2019-12-20,4.0,"Half one. Kill Bill was intended to be a single film, and from a director like Tarantino that means something. I'm unaware of how much editing surgery went on in post production to make this into two coherent films, but for something designed to be of a single piece by a man known for deliberate choices in filmmaking, it does cleave nicely into two halves.The easy distinction between the two films is the feel of the respective settings. Volume…"
herb_gallow,lea-i,Léa & I,2019,2019-12-19,1.0,"There's a scene in this somewhere around the back third, where a local kid in a Peruvian village dances around while dragging her club foot behind her, our American ayahuasca tourists looking on from hammocks. It's a good stand-in for the total lack of self-awareness demonstrated by the filmmaker. Two wealthy Americans amble around Mexico and South America seeking out alternative remedies after exhausting all of the pricey ""Western"" medical intervention available, while one of the people who actually lives…"
herb_gallow,lavventura,L'Avventura,1960,2019-12-17,4.5,"Went into this one with a little bit of trepidation. Michelangelo Antonioni is a bit of a blind spot for me and my only previous interaction was Blow Up, by which I felt utterly unmoved. This, though, this is my speed. Blow Up annoyed me in part because the plot's mystery is of secondary importance. Which was a problem for me because there felt like there was so little to grab onto besides how groovy Swingin' London looked. Similarly, L'Avventura…"
herb_gallow,i-am-a-ghost,I Am a Ghost,2012,2019-12-15,3.5,"Styles for miles. This is a really cool little ghost story, and I like the deviation from the traditional narrative in having the ghost being the main character, and the viewer being aware that they are indeed a ghost from the get-go. Director H.P. Mendoza also takes an interesting approach in setting the mood. The action takes place in a brightly lit Victorian house, more suited visually for costume drama than horror movie. But the score, which is subtle and…"
herb_gallow,the-chambermaid,The Chambermaid,2018,2019-12-15,4.0,"For a brief moment in the beginning of The Chambermaid, the specter of a misery narrative threatens to cast a pall over affairs. Eve (Gabriela Cartol), a service worker at an upscale Mexico City hotel, surveys the damage from a messy room and begins methodically cleaning up the unpleasant scene. She pauses, and you wonder what gross piece of human arcana she's encountered, and it's revealed that the occupant hasn't actually checked out, and instead he's fallen asleep under the…"
herb_gallow,people-who-die-mysteriously-in-their-sleep,People Who Die Mysteriously in Their Sleep,2004,2019-12-14,1.5,"As one of the remaining luddites who still uses Netflix's DVD-by-mail service, I've got this thing where once in a while I'll throw a bunch of stuff in the back end of my watchlist into the mail queue. This creates the singular experience of taking films that you've forgotten the reason for adding to your watchlist, and letting them stagnate in a slow-moving procession that periodically shows up at your door. Sometimes, a film will be out of print, and…"
herb_gallow,we-go-on,We Go On,2016,2019-12-13,3.0,"Enough of the old college try that I didn’t feel annoyed when the proceedings jumped the rails in the third act. Maybe a touch disappointed, but you can’t accuse writer/directors Jesse Holland and Andy Mitton of not putting out a solid effort. I respect the ambition of positing an answer to “what awaits us after we die,” even if that answer is inevitably anticlimactic.Basic premise is that our protagonist (Clark Freeman) is consumed by the fear of death, and…"
herb_gallow,prayer-of-the-rollerboys,Prayer of the Rollerboys,1990,2019-12-15,1.5,"Edith Wharton's Weekly Collab ListThe little down arrow chimes red and out steps Corey Haim into the lobby, still looking nervously over his shoulder for the teen girl followers who are fewer and fewer these days. Sitting in a chair and reading the racing form is Patricia Arquette.“I don’t get these things. They’re like roller skates?” Patricia says, looking for something to talk about and reaching for the easy common ground of the movie they’ve just finished together. …"
herb_gallow,dolemite-is-my-name,Dolemite Is My Name,2019,2019-12-13,4.5,"The talent of Eddie Murphy is no mystery. By the time he’s done he ought to considered among any Mount Rushmore you’d carve of the all-time comedic greats. Still, this felt like it came out of nowhere and just blindsides with how damn good it is, starting with Murphy’s exceptional portrayal of Rudy Ray Moore. This is the first time in a while that I’ve seen an actor actually play a real life person instead of doing an impression. Murphy…"
herb_gallow,monos,Monos,2019,2019-12-12,4.0,"What does coming of age look like in a place where the madness has taken hold and supplanted fragile notions of societal order. And what does it look like when the embrace of the adult world means the acceptance of the law of the jungle. Questions that might not have been immediately in the filmmaker’s mind, as these are things that are just facts of life in different parts of the world. But they do come to mind when considering…"
herb_gallow,an-elephant-sitting-still,An Elephant Sitting Still,2018,2019-12-11,0.5,A moderator has removed this review.
herb_gallow,birds-of-passage-2018,Birds of Passage,2018,2019-12-09,5.0,"I don't have illusions about insular communities. But I have a soft spot in my heart for the people of North Sentinel Island. For all I or anyone else knows, today is ""Elder Abuse Tuesday"" on North Sentinel Island and they're busy scooping out eyeballs, pop pop pop. But whatever is going on there, at least it's their own brand of terrible. And they, unlike many others, have the good sense to fill any dumbass missionary that steps on their…"
herb_gallow,the-mother-of-tears,The Mother of Tears,2007,2019-12-09,1.0,"Much like the casket unearthed by Father Udo Kier in the beginning, this cursed item ought to have been left in the ground.I'd heard that Dario Argento's more recent stuff wasn't very good. I wasn't prepared for Dario Argento forgetting basic stuff about filmmaking and making something abjectly terrible. It's incredible to think that this was the same person who directed Suspiria. When did he turn into Ed Wood?The acting is almost uniformly terrible in this movie, and…"
herb_gallow,kill-chain,Kill Chain,2019,2019-12-08,3.0,"Bit of rope-a-dope here. Nicolas Cage, playing the owner of a run-down Colombian hotel frequented by the underworld, is more understated than usual, keeping the manic impulses and wildness in check for almost the entire film. The events in the film, however, seem to follow the batshit logic of Cageland, and this resembles more than anything else one of those twenty-minute videos where a ball bearing is pushed along by various insane gadgets. Spiritually, the energy comes from Nicolas Cage…"
herb_gallow,marriage-story-2019,Marriage Story,2019,2019-12-07,2.5,"The moment in which my efforts to repress my inner Marxist crumbled came right around the middle, in which Charlie (Adam Driver) takes the gloves off in a divorce proceeding, and right before a carefully negotiated settlement is about to be reached, blows everything up and writes a $25,000 check out of spite for the services of legal shark Ray Liotta. Imagine, if you will, being able to drop 25K on an irresponsible decision and not really suffer any long-term…"
herb_gallow,neo-tokyo,Neo Tokyo,1987,2019-12-08,2.0,"Edith Wharton's Weekly Collab ListTeachings & Protestations of St. Agnew XXIV - Lamentations of the Latter DaysHaving turned away from the LORD, the realms of the flesh shall know unending suffering.Testaments shall be made to be given in tongues unknown to speaker and listener. Thy testimony shall be obscured, the wrath of the LORD causing them to be filtered through multiple and extraneous framing devices. Thou, unrepentant wretch, shall find thy words presented through a jungle version of…"
herb_gallow,i-lost-my-body,I Lost My Body,2019,2019-12-06,2.0,"Call this a target audience problem. I don’t like people who define themselves primarily through loss. I don’t like pity being the primary feeling that you get off a person. I don’t like romantic stories where the male lead’s quality that he brings to the table is want.The primary device employed to tell the narrative is the journey of a disembodied hand, echoing the various tribulations undergone by the protagonist as he gets kicked around by the world. That’s…"
herb_gallow,atlantics-2019,Atlantics,2019,2019-12-05,3.5,"This thankfully escaped neo-mondo status, with its supernatural narrative and cross-cultural love story. But it comes dangerously close, and I suspect that a lot of the critical response to this is being driven by Western audiences' insatiable love of poverty porn.Look, it's a fine movie, mostly by dint of its alluring cinematography, a dreamy vision of Dakar especially by night. Class narrative is the now of 2019, so this is finding an audience by those lights as well. Not…"
herb_gallow,queen-slim,Queen & Slim,2019,2019-12-05,3.0,"Hey kid. Yeah, you. I see you're loaded up for the latest iteration of the Generation Wars. Good for you. Don't trust anyone over thirty, until you actually turn thirty, and then you can spend the next fifteen years or so pretending you're still 25 before you hit 50, at which point you'll be wondering if we really should be feeding all those moocher climate refugees. This here is Queen & Slim. Your generation has just gotten its Bonnie & Clyde.So…"
herb_gallow,honeyland-2019,Honeyland,2019,2019-12-04,3.5,"Someone snag the cinematographers behind this. Beyond all the other stuff going on here, this was a beautifully shot film by Fejmi Daut and Samir Ljuma. What's more is that the visuals do a ton of the storytelling work, at times far more than the characters. Good directors know when to step back and keep from interfering with what works, and that seems to be the wisdom of Tamara Kotevska and Ljubomir Stefanov. The camera artistry is given free reign,…"
herb_gallow,the-forest-of-love,The Forest of Love,2019,2019-12-03,5.0,"Jesus Christ.The first lesson is that I need to give Sion Sono more of a chance. The only other film of his that I've seen is Love Exposure, which was impressive to me in stretches but seemed a bit overstuffed with wankery at a punishing four hour plus runtime. That first impression associated Sono in my mind with self-indulgence, goofy shit for its own sake, and sledgehammer transgression.A lot has happened for this dude between now and then.…"
herb_gallow,the-death-of-dick-long,The Death of Dick Long,2019,2019-12-01,4.5,"Go ahead and avoid reading this if you haven't seen the film yet. I don't believe in the spoiler checkbox as I find the act of making people click more things than necessary to be morally repugnant. Just know that it comes recommended and consider the source of that recommendation accordingly.For a movie that turns out to be about a guy who really likes to fuck horses, this is one of the finer constructions of plot I've seen recently.…"
herb_gallow,the-report-2019,The Report,2019,2019-11-30,2.5,"The year of Adam Driver continues on, to the point where the Chinese government is seriously considering adding him to the zodiac.It's strange seeing the Bush II era starting to be immortalized in film more and more, and people like Sheldon Whitehouse and Tom Udall are portrayed by actors in big Hollywood dramas. It's also concerning, as no one thus far seems to really grasp the spirit of those times fully. That's incredibly dangerous, as the events of the…"
herb_gallow,damn-yankees,Damn Yankees,1958,2019-11-30,3.0,"Those who closely follow baseball know for a fact that The Devil takes an active role in the sport. There are 162 chances, at least, every season for you to be murderously angry or hopelessly crestfallen at the actions of others who are hundreds of miles away and care not a whit for your inconsequential anguish. Out of all the delivery systems of human suffering available, baseball is absolutely one of the most efficient, now that there’s an Ebola vaccine. …"
herb_gallow,the-irishman-2019,The Irishman,2019,2019-11-29,3.5,"The rules are different when you're watching something like this. I've been comfortable for many years considering Martin Scorsese to be the clear holder of the Greatest Living American Filmmaker title, and The Irishman doesn't do anything to change my mind on that matter. Maybe that's the issue here. My mind is really unchanged, in any respect, and I am precisely the same person I was before I watched this. Perhaps that's an unfair standard to hold anyone to, but…"
herb_gallow,come-and-see,Come and See,1985,2019-11-29,5.0,"War films have two main functions, whether their directors are conscious of them or not. They provide a viewpoint of a specific conflict, and commentary on war in general. From film to film, the extent to which those works perform either function varies. Some provide very deep insight into the particular flavor of a specific war, and some are more couched in the general view of the human condition.I thought of this while watching Come and See because it…"
herb_gallow,dangan-runner,Dangan Runner,1996,2019-12-01,3.0,"Edith Wharton's Weekly Collab ListI once had a chemistry teacher who was clearly running out the clock on what must have been a stultifying career of imparting knowledge on generation after generation of useless humps, who either would forget everything they’d heard almost immediately or somehow injure themselves with later attempts to make meth. Dedicated in these later years to mostly amusing himself, he liked to tell a story about his wife’s cat getting into a gas can in…"
herb_gallow,knives-out-2019,Knives Out,2019,2019-11-28,3.5,"High percentage play here. Enlist Rian Johnson to do his high-floor polished competence thing, snag a ton of veteran A-listers, and let them all ham it up in a kooky locked room murder mystery. How are you going to have a bad time with that?With the high floor comes the low ceiling, though, which makes this a fine time in a cinema as you’re sluggishly digesting the bowling ball of traditional holiday foods in your guts, but unlikely to…"
herb_gallow,ghostland,Ghostland,2018,2019-11-25,3.0,"Been wanting to catch something else by Pascal Laugier for quite a while now. You've got to wait a bit for the right mood to strike you, when it seems like the perfect time to put something by the Martyrs guy. Such an occasion popped up, and my Shudder subscription was willing to oblige.Since this is Laugier the Martyrs Guy we're talking about, some comparison to that film is inevitable. It becomes apparent early on in Ghostland that this…"
herb_gallow,whiplash-2014,Whiplash,2014,2019-11-23,5.0,"The less discerning have a habit of associating genius with being an asshole. To those yoked to the plow of cause and effect, there's a structured relationship between the two things. Some believe that success means that you now have the unmitigated right to be as distasteful as you wish, while others view a sociopathic attitude as the gateway to success. Whichever side one takes, that power dynamic is best expressed through America's gods; the Silicon Valley douchebag, the entertainment…"
herb_gallow,ford-v-ferrari,Ford v Ferrari,2019,2019-11-23,4.0,"Really whiffed on the title here. Not only is Le Mans '66 by far the more fitting descriptor, ""Ford v Ferrari"" is an active little bit of disinformation as to what's going on. Yes, there's a corporate-funded quest to take that uppity old Eye-talian down a peg or two in a public racing event. If you're gonna go the route of spoon feeding the film's main conflict via the title because apparently we can't have nice things here, they ought…"
herb_gallow,the-good-liar,The Good Liar,2019,2019-11-18,2.0,"I remember reading an article back in the 90s when Ian McKellan was really blowing up, coming off of Richard III and Apt Pupil. Back then, he was only in his fifties and already playing characters for whom ""old"" was a defining trait, something that he remarked on at the time. And then of course he donned the wizard beard and reinforced the image further. So seeing Ian McKellan actually be old in the present day is a little weird.…"
herb_gallow,bowfinger,Bowfinger,1999,2019-11-16,5.0,"There are times when writing about a great comedy feels like putting some rare specimen of butterfly in a kill jar so you can study it later. Explaining the joke almost always nukes any feelings of joy you just experienced, and it's something I'd rather not do to one of the greatest movies about Hollywood ever made.Things I will say: This has quintessential performances from Steve Martin and Eddie Murphy. Steve Martin is the embodiment of his ur-character, a…"
herb_gallow,the-ballad-of-buster-scruggs,The Ballad of Buster Scruggs,2018,2019-11-15,4.5,"The revisionist spirit of the American West, played out in six spiritually convergent chapters. Not the first time the Coens have engaged in an examination of the Western that leaves no room for heroes. Unlike their previous efforts in that regard, the anthology format does something that goes a step further in eliminating the idea of a steady protagonist for the journey. Which happens quite literally once the eponymous Buster Scruggs (Tim Blake Nelson) gets plugged at the end of…"
herb_gallow,them-that-follow,Them That Follow,2019,2019-11-13,2.5,"This is the first film from co-directors and writers Britt Poulton and Dan Madison Savage, and it's surprising how in some areas they've got a deft directorial hand. Hands, I guess. I won't go so far as to say that this is above average in terms of cinematography, since Appalachia for all of its problems rivals anywhere you please in terms of natural beauty. The acting is certainly a notch or two above baseline, though. Poulton and Savage round up…"
herb_gallow,handsome-serge,Handsome Serge,1958,2019-11-12,3.5,"The saying traditionally goes “you can’t go home again.” Really it ought to be “don’t go home again.” There’s an unmistakeable scent of infantilism that goes along with rummaging around in one’s own imagined past, and the most pathetic version of all is bumming around your old home town after you’ve supposedly moved on. Chabrol, you magnificent bastard, I read your book.You figure out a couple things pretty early on here. The title isn’t poking fun at Serge (Gerard…"
herb_gallow,the-nightingale-2018,The Nightingale,2018,2019-11-11,3.5,"Frustrating. That's probably how I'd sum this one up. The Nightingale occupies an interesting niche, as part of the 2019 Sophomore Horror Club, alongside Us, Midsommar, and The Lighthouse. I normally hate lumping films into categories like this, but it's hard not to. Both from the ""followup to an acclaimed genre debut"" angle as well as the fact that this, like all of those other films, strays a bit further from straight horror than its predecessor.This is closer to…"
herb_gallow,parasite-2019,Parasite,2019,2019-11-10,3.5,"I'm unqualified to pronounce large-scale judgments concerning Korean cinema, as someone who doesn't live in Korea and thus is only exposed to what's deemed worthy of export. But being unqualified never stopped anyone from doing anything, and as such I feel pretty comfortable in pronouncing Korean filmmakers the world's current authority on the class narrative. Hailing from the Empire of Income Inequality, I have yet to see anything from modern American film that comes close to capturing the yawning chasm…"
herb_gallow,die-hard,Die Hard,1988,2019-11-10,4.0,"No, I'm not going to have the inane ""is it a Christmas movie"" discussion with anyone.Whatever else John McTiernan might have done in his life, a life that includes going to prison for spy shit shenanigans, a string of failed marriages, The Last Action Hero, and some gnarly debts, he'll always have two things. Predator, and Die Hard. It's hard to believe sometimes that Die Hard came out in 1988, given how definitive it is of the action genre…"
herb_gallow,dancing-with-crime,Dancing with Crime,1947,2019-11-10,1.5,"Edith Wharton's Weekly Collab ListI wasn’t aware that such a thing as Saturday morning noir existed. I suppose I’m glad to be enlightened on the larger point, but young Richard Attenborough needed to get paid and the results weren’t always pretty. A by-the-numbers, hack script in which you can pretty much guess what’s going to happen from scene to scene, and nothing really rises beyond the station to station nature of the plot.This does, nonetheless, achieve a measure…"
herb_gallow,the-lighthouse-2019,The Lighthouse,2019,2019-11-06,5.0,"""I'd make it so you could never get out of my world. So when you thought you were out of my world you'd just be further in. Maybe I will. Have you ever gonemad, Dream?""If Ari Aster is fueled by grief, Robert Eggers is built on isolation. Following up 2015's The Witch, a tale of self-imposed religious exile in the style of America's early history, comes The Lighthouse. Lineage from Point A to Point B comes down several…"
herb_gallow,motherless-brooklyn,Motherless Brooklyn,2019,2019-11-05,4.5,"Edward Norton took a lot of flack for setting his film adaptation of Motherless Brooklyn in the 1950s, as opposed to the novel's modern-day setting. Let this serve as yet another example of why slavish devotion to original source material is no virtue. That decision underscores how much vision and control Norton has over his product, as he delivers a story of postwar America that gets at the heart of that era while speaking to the present day.We've reached…"
herb_gallow,dolemite,Dolemite,1975,2019-11-05,3.5,"Every once in a while you'll run into one of those English major types that will give you the spiel about the most beautiful turn of phrase in the language being ""cellar door."" Especially since that bit was incorporated into the Tolkien biopic. This assertion is wrong. The most lyrically pleasing phrase in the English language is ""Doolemite, muthaphucka."" So if you're looking to woo a person of learning and letters, save your money and don't bother with the countryside…"
herb_gallow,terminator-dark-fate,Terminator: Dark Fate,2019,2019-11-03,1.5,"Film and commerce have had a stormy relationship since pretty much the beginning. As intertwined as the two things are, though, they're still two separate things, with their own internal rules and guiding principles. Terminator: Dark Fate makes me think of this because, improbably, this is the second James Cameron project in a row that's underwhelmed financially, to the point that it may actually lose money in the real non-Hollywood accounting sense. That's a strange outcome since this feels so…"
herb_gallow,jojo-rabbit,Jojo Rabbit,2019,2019-11-01,5.0,"It’s not news to anyone that genre filmmaking gets a bad rap. Comedy doesn’t get quite the stigma that horror does, but we still hesitate to put directors who work in comedy into the same rarefied air as straight drama. Taika Waititi has been doing really good work for a while now, and it looks like Jojo Rabbit is going to finally lift him into those “best director” conversations. As well it should.For some reason WWII narratives seem to…"
herb_gallow,3-from-hell,3 from Hell,2019,2019-10-30,1.0,"I don’t get how Rob Zombie can make something like The Devil’s Rejects, where he clearly learned from his mistakes as a filmmaker, and then make 3 From Hell, which is arguablyworsethan the insufferable House of 1000 Corpses.The bad reviews on this are plentiful, so it’s not like I walked in to a surprise here. I was holding out hope that Richard Brake, one of my favorite weirdo character actors, would be worth the going, but he seems…"
herb_gallow,an-american-werewolf-in-london,An American Werewolf in London,1981,2019-10-29,4.5,"I'm not one to disparage John Landis as a filmmaker. He's made a lot of my favorites along with the dreck. But you don't really think ""John Landis"" when you consider who's made the best horror comedy of all time. And this is a contender for that title, if what you're looking for is something that manages both uncut hilarity along with some truly horrific sequences. The laughs are hearty and the dark moments are affecting, and the gulf between…"
herb_gallow,possum,Possum,2018,2019-10-25,4.5,"One of the bare minimum things we owe artists is the courtesy of judging a work on its own merits. Despite that, the most immediate impression I had after watching this was that it’s better at the “creepy children’s book” framing device than The Babadook, and better at depicting the isolation of a mentally ill man than Joker.Matthew Holness is a new director, and most of the time looks instead like a seasoned pro. The story is that of…"
herb_gallow,hell-house-llc-iii-lake-of-fire,Hell House LLC III: Lake of Fire,2019,2019-10-24,1.5,"Okay,nowwe’ve reached the “that’s enough” stage of the franchise.The first entry was a solid enough execution of the found footage formula. The second installment changed up the procedure enough so that it didn’t feel like the exact same movie. I had hope that the differences between 1 and 2 pointed the way to potential for growth in 3, but that’s not to be.Irritatingly, Stephen Cognetti films with the assumption that somewhere in between 2 and 3, the…"
herb_gallow,the-old-dark-house,The Old Dark House,1932,2019-10-24,4.5,"I seem to have stumbled into my own moldering house of madness. I find The Old Dark House not nearly the film that its reputation hypes it up to be. I also am taken aback at just how subtextually weird it is, to the point of being a masterpiece of a genre that I can't really describe, but I wish they'd make more of. Whatever it is, I'm content to watch James Whale frolic in pre-Code land and smash elements…"
herb_gallow,the-stone-tape,The Stone Tape,1972,2019-10-23,4.5,"Every time someone talks about the ballyhooed Golden Age of Television, they act as though well-constructed drama designed for the small screen is somehow a new phenomenon. Which ignores a long tradition of cross-pollination between the dramatic theater mindset and the extended television feature, coming to prominence with stuff like Playhouse 90 back in the 1950s. Nigel Kneale is a product of that tradition, writing a number of feature-length television dramas for the BBC in the 1960s and 70s, one…"
herb_gallow,the-howling,The Howling,1981,2019-10-23,4.0,"We'll just go ahead and accept the premise that there exists a Holy Trinity of werewolf films: The Wolf Man, An American Werewolf in London, and The Howling. This isn't to say that there aren't some incredible films outside of this triumvirate, but if you're asking what informs the popular imagination when it comes to our beloved lupine monsters on the silver screen, these are your signposts.What's funny about that is that in the intervening four decades since The…"
herb_gallow,the-abcs-of-death,The ABCs of Death,2012,2019-10-23,2.5,"Good excuse to slam together a whole ton of cinematic flash fiction. The time allotted for each segment, between about 3-10 minutes per, provides an opportunity for some stuff that's a little more gonzo when you remove the need to extend things out to feature length. It also results in some segments where you wonder why the director even bothered. Batting average is about .350 or so.A is for Apocalypse - Dumb.B is for Bigfoot - Similarly dumb.…"
herb_gallow,wounds,Wounds,2019,2019-10-22,1.5,"Based on the forensic evidence, I'd come to the conclusion that the scene unfolded something like this:The suspect, Babak Anvari, lured several persons into his New Orleans bar set, including our primaries Armie Hammer and Zazie Beetz, under the false pretenses of being in a Richard Linklater hangout film. I still think that he may have been helped by a co-conspirator, Girl Larry Ellison Jr., as part of her ongoing attempts to prop up Annapurna. I thought back to…"
herb_gallow,eli-2019,Eli,2019,2019-10-21,1.5,"Were I a man prone to reductive statements about what I see, I would likely pronounce this as ""Bubble Boy Dennis the Menace Screams a Lot"" and leave things there. Maybe that's the wiser course of action.Some of the reviews around here did a good job in luring the unsuspecting into believing that they might encounter something above Netflix Original Tier with Eli. I can kind of see that; people sure love twists and this has got...one of them,…"
herb_gallow,inferno-1980,Inferno,1980,2019-10-20,3.5,"The best way to describe Inferno is confounding. First because if you're looking for a traditional horror narrative, you're not going to really find it, although Dario Argento does seem to remember that he's got a story of sorts in the last ten minutes or so. There's also a temptation to compare this directly against Argento's previous film, Suspiria, and there's enough commonality to begin the task, but not to finish it. I'm usually loath to advise anyone to get…"
herb_gallow,ginger-snaps,Ginger Snaps,2000,2019-10-20,4.0,"This can't possibly be the first cinematic link between menstruation and lycanthropy. But it's the first one that I'm aware of, anyway, and it's a little surprising to me that the intersection isn't explored further.What for sure has been covered already is the common ground between teenagers and turning into a slavering, murderous dogbeast, and Ginger Snaps is a high point of the subgenre. Things start with a tight script from Karen Walton and director John Fawcett, which fends…"
herb_gallow,maleficent-mistress-of-evil,Maleficent: Mistress of Evil,2019,2019-10-19,2.0,"It would make me less uneasy if Disney put out films that were clearly terrible. There'd be some kind of incentive then for audiences to react against the latest franchise installment, and finally hold someone accountable. But Disney is smart, and by now they've got this down to a science. The film that is juuuuust good enough to get you to park your ass without enough negative feelings associated with the experience that you'll do it again the next time.…"
herb_gallow,ice-cream-man,Ice Cream Man,1995,2019-10-20,2.0,"Edith Wharton's Weekly Collab ListTeachings & Protestations of St. Agnew XXIV - Self and Shadow-SelfThe Shadow-Self is not an oppositional figure of the unitary soul. Nor is it an occupant of a lower, or lesser plane. Much like a carpenter may use a different type of hammer, the shadow-self is a counterpart, no more and no less. It is not a mirror, but a collection of carnal desires and spiritual aspirations that conform to the shape of the primary…"
herb_gallow,the-devils-rejects,The Devil's Rejects,2005,2019-10-18,4.5,"The Rob Zombie-est of Rob Zombie movies. And it’s strangely not a bad thing. Morbid curiosity is eventually going to force my hand and I’ll watch 3 From Hell, but prior to that I wanted to revisit this one to see if it’s anything like I remembered. Turns out that, in memory, the car wreck that was House of 1000 Corpses tainted The Devil’s Rejects, and I found myself much better inclined towards Zombie’s thing.Rob Zombie has got this…"
herb_gallow,all-that-we-destroy,All That We Destroy,2019,2019-10-18,1.0,"I keep seeing various Into the Dark installments popping up on here, so I thought I’d take a representative sample. “Made for TV” has lost a lot of the negative connotations that phrase used to have. All That We Destroy, though, is very “made for TV.”I picked this one because the premise hooked me. Mom has a psychopathic kid, mom also has access to an infinite cloning machine. I like the idea of a serial killer murdering the same…"
herb_gallow,dog-soldiers,Dog Soldiers,2002,2019-10-19,4.0,"Somewhere stuffed in the back of a drawer, I’ve still got a promo t-shirt for Dog Soldiers, obtained at a Fangoria convention in 2001. Thus concludes personal story time.You have to respect someone who can call their shot and then deliver. Neil Marshall reminds me a lot of Alexandre Aja this way. Here’s a thing you’re getting. In this case, it’s a pitched and bloody battle between an army unit and a bunch of werewolves. And we’re going to…"
herb_gallow,frankensteins-bloody-terror,Frankenstein's Bloody Terror,1968,2019-10-16,3.0,"If only the film were as strange as all the stuff around it. Just for starters, this is a 3D Spanish werewolf film from the 60s, so we’re already hitting a very specific niche. Man I wish I could have caught this with a pair of glasses in the theater. Confused about why this is name-checking Frankenstein in the title, when no Frankensteins are in evidence? The beginning titles explain that we’re going to change the name from “Frankenstein” to…"
